account_id,cf_user_id,monthly_salary,avg_daily_spend,min_balance_eom,liquidity_ratio,discretionary_ratio,initial_vault_savings,high_yield_intent,cluster_id,persona_name,persona_th,persona_desc,recommended_sweep_pct,scam_vulnerability,vault_friction_level
ACC_0314,USER_0104,24000.0,585.08,-10934.03,-0.4556,0.1956,16669.98,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0315,USER_0105,28000.0,641.08,-10121.42,-0.3615,0.2287,11866.87,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0316,USER_0106,20000.0,541.29,-13242.89,-0.6621,0.2314,15289.13,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0317,USER_0107,24000.0,633.8,-15498.9,-0.6458,0.19,6869.61,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0318,USER_0108,24000.0,601.94,-11935.62,-0.4973,0.2526,11387.65,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0319,USER_0109,24000.0,632.0,-19430.48,-0.8096,0.2678,17975.11,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0320,USER_0110,24000.0,571.45,-7813.27,-0.3256,0.1423,13429.66,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0321,USER_0111,36000.0,594.49,-9878.37,-0.2744,0.2843,16175.17,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0322,USER_0112,20000.0,584.21,-17563.18,-0.8782,0.2607,8601.19,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0323,USER_0113,36000.0,569.47,-5857.0,-0.1627,0.1481,17574.22,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0324,USER_0114,28000.0,683.55,-14596.72,-0.5213,0.2601,2965.07,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0325,USER_0115,36000.0,584.84,-7845.83,-0.2179,0.256,16843.75,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0326,USER_0116,28000.0,648.89,-10578.34,-0.3778,0.1849,10312.35,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0327,USER_0117,32000.0,645.56,-8487.29,-0.2652,0.2135,9167.34,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0328,USER_0118,20000.0,568.59,-14350.34,-0.7175,0.1878,5881.54,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0329,USER_0119,36000.0,656.37,-12996.49,-0.361,0.2589,11181.18,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0330,USER_0120,24000.0,607.87,-13818.8,-0.5758,0.2958,9932.5,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0331,USER_0121,28000.0,604.03,-9702.74,-0.3465,0.2518,17146.75,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0332,USER_0122,20000.0,600.8,-20249.34,-1.0125,0.21,16690.8,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0333,USER_0123,20000.0,590.5,-20552.59,-1.0276,0.3029,10692.66,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0334,USER_0124,24000.0,612.0,-15525.02,-0.6469,0.2457,5810.19,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0335,USER_0125,24000.0,591.8,-13222.85,-0.551,0.2653,14168.26,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0336,USER_0126,36000.0,635.18,-9637.52,-0.2677,0.2451,9046.38,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0337,USER_0127,36000.0,624.64,-9519.57,-0.2644,0.2277,14798.51,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0338,USER_0128,28000.0,598.24,-9464.52,-0.338,0.2462,3880.56,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0339,USER_0129,32000.0,554.95,-7722.75,-0.2413,0.1878,12203.96,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0340,USER_0130,36000.0,608.24,-8045.37,-0.2235,0.2334,6502.72,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0341,USER_0131,36000.0,629.17,-7616.31,-0.2116,0.1841,6242.67,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0342,USER_0132,28000.0,651.34,-11218.99,-0.4007,0.223,3040.55,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0343,USER_0133,24000.0,613.19,-14500.75,-0.6042,0.2151,3200.9,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0344,USER_0134,36000.0,634.65,-7800.5,-0.2167,0.1775,7022.17,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0345,USER_0135,32000.0,702.93,-8335.94,-0.2605,0.2481,7934.83,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0346,USER_0136,32000.0,593.33,-9682.24,-0.3026,0.252,11497.91,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0347,USER_0137,36000.0,592.73,-7167.27,-0.1991,0.1771,6263.39,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0348,USER_0138,28000.0,614.53,-9105.24,-0.3252,0.2031,6365.72,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0349,USER_0139,32000.0,628.39,-10099.13,-0.3156,0.2637,5424.79,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0350,USER_0140,36000.0,657.37,-9073.36,-0.252,0.1846,8914.1,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0351,USER_0141,20000.0,626.85,-22739.21,-1.137,0.2403,2180.25,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0352,USER_0142,32000.0,590.19,-8747.08,-0.2733,0.231,15966.96,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0353,USER_0143,20000.0,555.86,-15978.85,-0.7989,0.2491,8978.88,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0354,USER_0144,24000.0,646.22,-19218.1,-0.8008,0.2538,13703.63,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0355,USER_0145,28000.0,569.23,-11144.15,-0.398,0.2739,5699.67,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0356,USER_0146,24000.0,662.61,-21724.83,-0.9052,0.293,9791.47,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0357,USER_0147,28000.0,574.36,-10270.29,-0.3668,0.2275,13572.23,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0358,USER_0148,36000.0,617.58,-11023.29,-0.3062,0.2494,13417.8,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0359,USER_0149,36000.0,594.36,-12422.63,-0.3451,0.2962,16063.13,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0360,USER_0000,32000.0,618.08,-11777.98,-0.3681,0.2973,9964.45,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0361,USER_0001,36000.0,684.7,-10061.43,-0.2795,0.206,3763.18,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0362,USER_0002,36000.0,624.9,-10122.9,-0.2812,0.2983,2255.22,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0363,USER_0003,20000.0,656.66,-26088.76,-1.3044,0.1687,3686.52,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0364,USER_0004,24000.0,558.39,-7451.24,-0.3105,0.2291,8803.78,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0365,USER_0005,24000.0,610.2,-16078.73,-0.6699,0.251,17063.29,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0366,USER_0006,32000.0,564.54,-8964.84,-0.2802,0.1501,3677.48,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0367,USER_0007,28000.0,596.23,-8076.62,-0.2885,0.2589,3451.4,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0368,USER_0008,36000.0,523.34,-5319.03,-0.1478,0.1147,8642.55,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0369,USER_0009,24000.0,630.06,-15743.2,-0.656,0.2827,12399.99,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0370,USER_0010,32000.0,578.04,-9504.06,-0.297,0.1621,7852.72,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0371,USER_0011,36000.0,603.13,-11350.22,-0.3153,0.2661,12732.12,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0372,USER_0012,24000.0,681.45,-21189.0,-0.8829,0.2616,5677.66,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0373,USER_0013,24000.0,583.76,-12129.29,-0.5054,0.2787,13109.31,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0374,USER_0014,36000.0,602.34,-9776.8,-0.2716,0.2675,4169.9,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0375,USER_0015,28000.0,580.14,-9206.46,-0.3288,0.2627,5250.81,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0376,USER_0016,20000.0,620.72,-20119.51,-1.006,0.189,8466.75,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0377,USER_0017,28000.0,619.41,-10907.7,-0.3896,0.2586,3895.75,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0378,USER_0018,36000.0,653.75,-8724.98,-0.2424,0.2491,11509.19,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0379,USER_0019,28000.0,634.7,-9290.21,-0.3318,0.2931,14864.64,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
